id,title,summary,published,url,created_at
38547,South Africa: The groups playing on the fears of a 'white genocide’,Conservative South African groups are carrying out international campaigns against the government's land reform plans.,2018-09-01 00:00:43 UTC,https://www.bbc.co.uk/news/world-africa-45336840,2018-09-01 04:00:16 UTC
38566,"Dembele, McKinnon & Thistle's hangman - Scotland's window shuts in inimitable style","Cryptic tweets, misspelled surnames, ""sad"" statements and a mascot race - welcome to transfer deadline day in Scotland.",2018-09-01 00:04:42 UTC,https://www.bbc.co.uk/sport/football/45377783,2018-09-01 10:00:17 UTC
38539,Week in pictures: 25 - 31 August 2018,"A selection of the best news photographs from around the world, taken over the past week.",2018-09-01 00:05:46 UTC,https://www.bbc.co.uk/news/in-pictures-45368952,2018-09-01 04:00:12 UTC
38541,Maasai being trained to save endangered vultures,Six out of eight species of the bird are endangered in Kenya.,2018-09-01 00:08:11 UTC,https://www.bbc.co.uk/news/world-africa-45374293,2018-09-01 04:00:13 UTC
38538,Reality Check: How easy is it to buy EU citizenship?,Reality Check takes a look at 'citizenship for sale' programmes in the EU.,2018-09-01 00:17:25 UTC,https://www.bbc.co.uk/news/world-europe-45335620,2018-09-01 04:00:11 UTC
38537,Segway's self-balancing e-skates prove a challenge,BBC Chris Foxx takes Segway's new self-balancing e-skates out for a test run.,2018-09-01 00:17:56 UTC,https://www.bbc.co.uk/news/technology-45373322,2018-09-01 04:00:10 UTC
38533,Fibromyalgia is 'like hot lava radiating through my body',What it's like to live with fibromyalgia.,2018-09-01 00:26:05 UTC,https://www.bbc.co.uk/news/stories-45369402,2018-09-01 04:00:07 UTC
38540,Fulham player: ‘Reading books makes me a better footballer’,Fulham footballer on how books improve his life.,2018-09-01 00:30:56 UTC,https://www.bbc.co.uk/news/uk-45372482,2018-09-01 04:00:13 UTC
38599,The Premier League bookworm,Fulham footballer on how books improve his life.,2018-09-01 00:30:56 UTC,https://www.bbc.co.uk/news/uk-45372482,2018-09-01 19:00:10 UTC
38531,All NHS hospital car parking charges scrapped in Wales,"A decade after the policy was initially announced, parking is now free at all Welsh NHS hospitals.",2018-09-01 00:50:04 UTC,https://www.bbc.co.uk/news/uk-wales-45347166,2018-09-01 04:00:06 UTC
