id,title,summary,published,url,created_at
249268,Move over beer - Germany decriminalises cannabis,"Campaigners hail the law shift, which comes into force on 1 April - though police are less thrilled.",2024-04-01 00:22:25 UTC,https://www.bbc.co.uk/news/world-europe-68674813,2024-04-01 01:00:02 UTC
249282,Will legalising cannabis unleash chaos in Germany?,"Campaigners hail the law shift, which comes into force on 1 April - though police are less thrilled.",2024-04-01 00:22:25 UTC,https://www.bbc.co.uk/news/world-europe-68674813,2024-04-01 08:00:02 UTC
249271,The Iranians celebrating Easter in secret,Iranians who have converted to Christianity from Islam can only practise their faith in secret.,2024-04-01 00:24:04 UTC,https://www.bbc.co.uk/news/world-middle-east-68693309,2024-04-01 01:00:03 UTC
249269,Scotland's new hate crime law... in 90 seconds,The BBC's James Cook breaks down the debate over a new hate crime law in Scotland which has been causing a stir.,2024-04-01 00:33:25 UTC,https://www.bbc.co.uk/news/uk-scotland-68688133,2024-04-01 01:00:02 UTC
249270,'Facebook scammer tricked his way into our home',The brazen fraud that left a young family feeling unsafe in their own house.,2024-04-01 00:43:04 UTC,https://www.bbc.com/news/articles/cermdkj009mo,2024-04-01 01:00:02 UTC
249272,A baby gorilla's journey in search of a mum,'Jameela' has travelled from a zoo Texas to one in Ohio looking for a family after her birth mum rejected her.,2024-04-01 00:43:08 UTC,https://www.bbc.co.uk/news/world-us-canada-68680047,2024-04-01 01:00:03 UTC
249325,A baby gorilla's journey in search of a mum,'Jameela' travelled from a zoo in Texas to one in Ohio after her birth mum rejected her.,2024-04-01 00:43:08 UTC,https://www.bbc.co.uk/news/world-us-canada-68680047,2024-04-01 17:00:04 UTC
249273,Parents of Chibok girls heartbroken - again,"Some of their rescued daughters have chosen to stay married to their abductors, with government approval.",2024-04-01 00:44:39 UTC,https://www.bbc.co.uk/news/world-africa-68680541,2024-04-01 02:00:02 UTC
249274,Israeli troops pull out of Gaza hospital - witnesses,Witnesses have told the BBC the Israeli military has left al-Shifa after raiding the hospital two weeks ago.,2024-04-01 04:03:01 UTC,https://www.bbc.co.uk/news/world-middle-east-68705765,2024-04-01 05:00:03 UTC
249280,'We bought a zoo and our lives turned upside down',Ryan Shorter's childhood dream was to own a zoo but says he underestimated how crazy it would be.,2024-04-01 05:12:11 UTC,https://www.bbc.co.uk/news/uk-england-essex-68182951,2024-04-01 07:00:02 UTC
249292,The pothole signs that put a town in the spotlight,"A one-person campaign becomes the talk of social media, makes national news and inspires a pastry.",2024-04-01 05:15:10 UTC,https://www.bbc.co.uk/news/uk-england-northamptonshire-68666426,2024-04-01 10:00:04 UTC
249276,Minimum wage increase a concern for NI businesses,"From 1 April, the National Living Wage will be extended to include those aged 21 and over in NI.",2024-04-01 05:24:49 UTC,https://www.bbc.co.uk/news/uk-northern-ireland-68674742,2024-04-01 06:00:02 UTC
249285,Minimum wage increase a concern for NI businesses,"From 1 April, the National Living Wage has been extended to include those aged 21 and over.",2024-04-01 05:24:49 UTC,https://www.bbc.co.uk/news/uk-northern-ireland-68674742,2024-04-01 08:00:03 UTC
249275,Jones leads England past New Zealand in first ODI,Amy Jones hits a superb unbeaten 92 to lead England to a four-wicket win over New Zealand in the first ODI in Wellington.,2024-04-01 05:30:44 UTC,https://www.bbc.co.uk/sport/cricket/68705581,2024-04-01 06:00:02 UTC
249287,Jones guides England past New Zealand in first ODI,Amy Jones hits a superb unbeaten 92 to lead England to a four-wicket win over New Zealand in the first ODI in Wellington.,2024-04-01 06:00:51 UTC,https://www.bbc.co.uk/sport/cricket/68705581,2024-04-01 09:00:03 UTC
249296,Who killed the last wolf in Wales?,Wild dogs were a nightly source of terror for people living in ancient Wales.,2024-04-01 06:24:36 UTC,https://www.bbc.com/news/articles/ceke1g5503mo,2024-04-01 11:00:03 UTC
249284,'Windrush compensation scheme has failed us',Conroy Downie is calling for the Windrush compensation scheme to be removed from the Home Office.,2024-04-01 07:08:54 UTC,https://www.bbc.com/news/articles/clm7jlve017o,2024-04-01 08:00:03 UTC
249291,"Windrush compensation scheme has failed us, says adviser to victims",Conroy Downie is calling for the Windrush compensation scheme to be removed from the Home Office.,2024-04-01 07:08:54 UTC,https://www.bbc.com/news/articles/clm7jlve017o,2024-04-01 10:00:04 UTC
249283,Gaza hospital in ruins after two-week Israeli raid,"The Israeli military says it ""killed terrorists"" and found ""numerous weapons and intelligence documents"" in the area.",2024-04-01 07:16:37 UTC,https://www.bbc.co.uk/news/world-middle-east-68705765,2024-04-01 08:00:02 UTC
249281,Scotland's new hate crime law takes effect amid free speech row,"Police say they expect a flood of complaints, but the government insists the act provides protection.",2024-04-01 07:18:54 UTC,https://www.bbc.co.uk/news/uk-scotland-68703684,2024-04-01 08:00:02 UTC
249286,Scotland's new hate crime law comes into force,"Police say they expect a flood of complaints, but the government insists the act provides protection.",2024-04-01 07:18:54 UTC,https://www.bbc.co.uk/news/uk-scotland-68703684,2024-04-01 08:00:03 UTC
249294,Boxer's premature baby inherits fighting spirit,"Born four months early, Doncaster boxer Jason Cunningham's son is already no stranger to struggle.",2024-04-01 08:22:56 UTC,https://www.bbc.co.uk/news/uk-england-south-yorkshire-68683537,2024-04-01 10:00:04 UTC
249297,Sutton in custody after 'evading' arrest for weeks,"Former Detroit Lions player Cameron Sutton hands himself in to police to face domestic violence allegations, more than three weeks after an arrest warrant was issued.",2024-04-01 09:27:04 UTC,https://www.bbc.co.uk/sport/american-football/68706176,2024-04-01 11:00:03 UTC
249295,'Advantage Liverpool - but they are not my title favourites',MOTD2 pundit Alan Shearer explains why he is expecting plenty more twists in the Premier League title race with nine games to go.,2024-04-01 09:33:03 UTC,https://www.bbc.co.uk/sport/football/68704277,2024-04-01 10:00:04 UTC
249395,"Netflix's 3 Body Problem, a billionaire and a 'despicable' murder","Xu Yao, who worked on the Netflix adaptation, poisoned his colleague Lin Qi over a business dispute.",2024-04-01 09:43:27 UTC,https://www.bbc.co.uk/news/world-asia-china-68705857,2024-04-02 09:00:04 UTC
249290,Investigation links 'Havana Syndrome' to Russia,Media reports further fuel the view that US diplomats may have been targeted with sonic weapons.,2024-04-01 09:54:19 UTC,https://www.bbc.co.uk/news/world-us-canada-68706317,2024-04-01 10:00:04 UTC
249288,Gaza hospital in ruins after two-week Israeli raid,"Israel says its forces killed 200 ""terrorists"" during the operation in and around al-Shifa hospital.",2024-04-01 09:58:09 UTC,https://www.bbc.co.uk/news/world-middle-east-68705765,2024-04-01 10:00:04 UTC
249298,James makes history with 40-point game for Lakers,"LeBron James becomes only the second player, after Michael Jordan, to score 40 points in more than one NBA game after the age of 39 following the Los Angeles Lakers' 116-104 win over the Brooklyn Nets.",2024-04-01 10:02:29 UTC,https://www.bbc.co.uk/sport/av/basketball/68707427,2024-04-01 11:00:03 UTC
249300,Wales bank holiday road and trains travel chaos,The A40 closes in both directions and rail passengers in south and west Wales urged not to travel.,2024-04-01 10:40:32 UTC,https://www.bbc.co.uk/news/uk-wales-68706437,2024-04-01 11:00:03 UTC
249302,French toddler's remains found after nine months but death still a mystery,Emile Soleil disappeared in a tiny Alpine village nine months ago. How he died remains unclear.,2024-04-01 10:58:27 UTC,https://www.bbc.co.uk/news/world-europe-68706295,2024-04-01 12:00:02 UTC
249301,Gaza hospital in ruins after two-week Israeli raid,"Dozens of bodies are found and al-Shifa hospital is ""completely out of service"", the Hamas-run health ministry says.",2024-04-01 11:06:53 UTC,https://www.bbc.co.uk/news/world-middle-east-68705765,2024-04-01 12:00:02 UTC
249324,Trapped humpback whale cut free from fishing ropes,"Crews from Penlee Lifeboat station managed to cut the mammal, known as Ivy, free.",2024-04-01 11:16:27 UTC,https://www.bbc.co.uk/news/uk-england-cornwall-68706905,2024-04-01 17:00:04 UTC
249303,Interim cargo route to open near Baltimore bridge,"The alternative channel is being set up for use by ""essential"" commercial vessels.",2024-04-01 11:37:09 UTC,https://www.bbc.co.uk/news/world-us-canada-68706452,2024-04-01 12:00:03 UTC
249305,F1 owner Liberty Media buys MotoGP for £3.6bn,Formula 1 owner Liberty Media buys motorbike racing series MotoGP from its Spanish owners in a deal valued at £3.6bn.,2024-04-01 11:46:28 UTC,https://www.bbc.co.uk/sport/motorsport/68707565,2024-04-01 12:00:03 UTC
249306,Two charged after boy stabbed in Ballynahinch,A court heard the 16-year-old had part of his bowel removed as a result of the attack.,2024-04-01 11:51:11 UTC,https://www.bbc.co.uk/news/uk-northern-ireland-68707777,2024-04-01 12:00:03 UTC
249321,"Crypt next to Marilyn Monroe's sells for $195,000",The crypt space was sold at an auction of the film star's and Playboy founder Hugh Hefner's belongings.,2024-04-01 12:27:36 UTC,https://www.bbc.co.uk/news/entertainment-arts-68707509,2024-04-01 17:00:03 UTC
249307,Gaza hospital in ruins after two-week Israeli raid,"Dozens of bodies are found and al-Shifa is ""completely out of service"", Hamas-run authorities say.",2024-04-01 12:45:25 UTC,https://www.bbc.co.uk/news/world-middle-east-68705765,2024-04-01 13:00:03 UTC
249311,JK Rowling in ‘arrest me’ challenge over hate crime law,The Harry Potter author described several transgender women as men in a series of social media posts.,2024-04-01 13:19:41 UTC,https://www.bbc.com/news/articles/c51j64lk2l8o,2024-04-01 14:00:03 UTC
249312,"Patients dying needlessly due to delays in A&E, study warns","Hundreds could be dying unnecessarily due to long waits in A&E in England, according to NHS data analysis.",2024-04-01 14:13:20 UTC,https://www.bbc.co.uk/news/health-68707883,2024-04-01 15:00:03 UTC
249315,Leicester beat in-form Norwich to go top,Leicester City boost their hopes of automatic promotion by coming from behind to beat play-off hopefuls Norwich.,2024-04-01 14:28:19 UTC,https://www.bbc.co.uk/sport/football/68652948,2024-04-01 15:00:03 UTC
249445,Listen: IPL - Royal Challengers Bangalore v Lucknow Super Giants,Listen to BBC Radio 5 Sports Extra commentary as Royal Challengers Bangalore face Lucknow Super Giants in the 2024 IPL.,2024-04-01 14:28:26 UTC,https://www.bbc.co.uk/sport/live/cricket/68599829,2024-04-02 16:00:03 UTC
249323,"More than 5,000 migrants cross channel in 2024 ","A total of 791 migrants made the journey on 30 and 31 March, according to the Home Office.",2024-04-01 15:07:49 UTC,https://www.bbc.com/news/articles/cjmxd80z02jo,2024-04-01 17:00:04 UTC
249317,Germany kit option blocked over Nazi symbolism,Media said the number 44 on the shirts resembled the symbol used by WW2-era Nazi SS units.,2024-04-01 15:08:19 UTC,https://www.bbc.co.uk/news/world-europe-68708981,2024-04-01 16:00:03 UTC
249354,Sutton's Premier League predictions v UB40 drummer Jimmy Brown,BBC Sport football expert Chris Sutton takes on UB40 drummer & Birmingham City fan Jimmy Brown to predict the outcome of the midweek Premier League games.,2024-04-01 15:27:28 UTC,https://www.bbc.co.uk/sport/football/68678992,2024-04-01 23:00:02 UTC
249328,Arrest after two illegal raves in national park,"A local farmer says people were ""defecating"" in fields used to feed young livestock .",2024-04-01 15:51:27 UTC,https://www.bbc.co.uk/news/uk-england-somerset-68707795,2024-04-01 17:00:04 UTC
249322,Twenty councillors quit Labour Party in protest,They have claimed the national Labour Party wants to control who stands where and when.,2024-04-01 15:55:27 UTC,https://www.bbc.co.uk/news/uk-england-lancashire-68707225,2024-04-01 17:00:03 UTC
249316,Israeli air strike destroys Iranian consulate in Syria - state media,Pictures showed the flattened remains of a building that was next door to Iran's embassy in Damascus.,2024-04-01 15:57:01 UTC,https://www.bbc.co.uk/news/world-middle-east-68708923,2024-04-01 16:00:03 UTC
249320,"Israeli strike destroys Iranian consulate in Syria, says Iran state media","Senior Revolutionary Guards commander Mohammad Reza Zahedi was among the dead, Iranian state TV says.",2024-04-01 16:34:18 UTC,https://www.bbc.co.uk/news/world-middle-east-68708923,2024-04-01 17:00:03 UTC
249452,"Premier League: Build-up to five games, including Newcastle v Everton","Follow live text and radio coverage of five Premier League games, including Newcastle v Everton.",2024-04-01 16:35:24 UTC,https://www.bbc.co.uk/sport/live/football/68429012,2024-04-02 18:00:03 UTC
249457,"Premier League: Forest 2-0 up against Fulham, Newcastle lead Everton","Follow live text and radio coverage of five Premier League games, including Newcastle v Everton.",2024-04-01 16:35:24 UTC,https://www.bbc.co.uk/sport/live/football/68429012,2024-04-02 19:00:04 UTC
249464,"Premier League: Newcastle lead, West Ham equalise against Spurs, Forest 3-1 up","Follow live text and radio coverage of five Premier League games, including Newcastle v Everton.",2024-04-01 16:35:24 UTC,https://www.bbc.co.uk/sport/live/football/68429012,2024-04-02 20:00:04 UTC
249469,"Premier League: West Ham 1-1 Spurs in closing stages, plus reaction after four games","Follow live text and radio coverage as West Ham host Tottenham, plus reaction from four more Premier League games.",2024-04-01 16:35:24 UTC,https://www.bbc.co.uk/sport/live/football/68429012,2024-04-02 21:00:03 UTC
249327,West Brom fight back from two down to salvage Watford draw,Play-off hopefuls West Bromwich Albion come from 2-0 down to salvage a point against Watford at the Hawthorns.,2024-04-01 16:39:25 UTC,https://www.bbc.co.uk/sport/football/68652949,2024-04-01 17:00:04 UTC
249329,"Senior Iranian commander killed in Israeli strike, says Iran state media",Photos after the strike show smoke and dust rising from a flattened multi-storey building in western Damascus.,2024-04-01 16:57:27 UTC,https://www.bbc.co.uk/news/live/world-68709133,2024-04-01 18:00:02 UTC
249346,"Senior Iranian commander killed in Israeli strike, Iran state media says",Photos after the strike in Syria show smoke and dust rising from a flattened building in western Damascus.,2024-04-01 16:57:27 UTC,https://www.bbc.co.uk/news/live/world-68709133,2024-04-01 22:00:03 UTC
249331,Horse airlifted after nearly 24 hours stuck in a river,Rescue crews in California transported the animal to safety on Sunday after it was stranded in a river overnight.,2024-04-01 17:18:46 UTC,https://www.bbc.co.uk/news/world-us-canada-68708674,2024-04-01 18:00:02 UTC
249335,Monday Night Club,Steve Crossman and guests debate the weekend's football.,2024-04-01 17:41:58 UTC,https://www.bbc.co.uk/iplayer/episode/l0056ksl,2024-04-01 19:00:03 UTC
249330,Stabbed Iranian TV host released from hospital,Counter-terrorism officers are investigating the stabbing of news presenter Pouria Zeraati in London.,2024-04-01 17:46:17 UTC,https://www.bbc.co.uk/news/uk-68709221,2024-04-01 18:00:02 UTC
249333,Stabbed Iranian TV host discharged from hospital,Counter-terrorism officers are investigating the stabbing of news presenter Pouria Zeraati in London.,2024-04-01 18:21:20 UTC,https://www.bbc.co.uk/news/uk-68709221,2024-04-01 19:00:03 UTC
249337,Youths seen making petrol bombs ahead of Derry parade - PSNI ,A van was set alight after masked men in paramilitary-style uniform led a march through Creggan estate.,2024-04-01 18:29:54 UTC,https://www.bbc.com/news/articles/c03r5x40097o,2024-04-01 19:00:03 UTC
