id,title,summary,published,url,created_at
254180,Nel posto sbagliato,"",2026-02-01 06:46:02 UTC,https://www.ansa.it/sito/podcast/la_scelta_del_direttore/2026/01/30/nel-posto-sbagliato_646ac7f9-722f-464a-8188-cc68f80dcc56.html,2026-02-01 08:00:02 UTC
254178,"++ Israele riapre valico di Rafah, 'passaggio consentito solo a residenti Gaza' ++","",2026-02-01 07:50:52 UTC,https://www.ansa.it/sito/notizie/flash/2026/02/01/israele-riapre-valico-di-rafah-passaggio-consentito-solo-a-residenti-gaza_1888a9d2-a47e-41b0-8596-212631df1055.html,2026-02-01 08:00:01 UTC
254179,"Israele riapre il valico di Rafah, 'passaggio consentito solo ai residenti di Gaza'",Lo dichiara il ministero della Difesa israeliano,2026-02-01 07:58:49 UTC,https://www.ansa.it/sito/notizie/mondo/2026/02/01/israele-riapre-valico-di-rafah-passaggio-consentito-solo-a-residenti-gaza_3646188e-3a6d-4939-8324-62d1d5595335.html,2026-02-01 08:00:02 UTC
254183,L'Iran dichiara ufficialmente gli eserciti europei come 'terroristi',L'annuncio del presidente del Parlamento,2026-02-01 08:06:32 UTC,https://www.ansa.it/sito/notizie/mondo/2026/02/01/liran-dichiara-ufficialmente-gli-eserciti-europei-come-terroristi_c04b7053-162c-4b23-9b7c-0050e4ccf847.html,2026-02-01 09:00:02 UTC
254186,Australian Open: Alcaraz - Djokovic in campo per la finale,Il serbo cerca il 25esimo Slam contro lo spagnolo n.1 del mondo,2026-02-01 08:19:34 UTC,https://www.ansa.it/sito/notizie/sport/tennis/2026/02/01/australian-open-alcaraz-djokovic-in-campo-per-la-finale_a48a55cb-d662-4554-9543-6709d1f5af79.html,2026-02-01 09:00:02 UTC
254182,"Israele riapre il valico di Rafah, 'passaggio consentito solo ai residenti di Gaza'",Lo dichiara il ministero della Difesa israeliano. Un morto in un raid nel centro di Gaza  ,2026-02-01 08:39:50 UTC,https://www.ansa.it/sito/notizie/mondo/2026/02/01/israele-riapre-valico-di-rafah-passaggio-consentito-solo-a-residenti-gaza_3646188e-3a6d-4939-8324-62d1d5595335.html,2026-02-01 09:00:02 UTC
254181,"Scontri a Torino, almeno due arrestati e tre denunciati. Meloni incontra gli agenti feriti",Le persone fermate ieri e portate in questura per le violenze alla manifestazione pro Askatasuna erano state in tutto una decina,2026-02-01 08:52:19 UTC,https://www.ansa.it/sito/notizie/cronaca/2026/02/01/scontri-a-torino-almeno-due-arrestati-e-tre-denunciati.-meloni-visita-lagente_655acd99-0088-4f0f-a933-ae739644ac87.html,2026-02-01 09:00:02 UTC
254184,"Kiev, due morti in un raid russo a Dnipro",'Un'abitazione è stata distrutta e altre due sono rimaste danneggiate',2026-02-01 08:54:09 UTC,https://www.ansa.it/sito/notizie/mondo/2026/02/01/kiev-due-morti-in-un-raid-russo-a-dnipro_291b0a18-d0bd-498a-bc90-47758cb36f2d.html,2026-02-01 09:00:02 UTC
254194,Attesa per i Grammy con Lady Gaga e Bieber sul palco,"Lamar e Bad Bunny in testa, tra rap, Latin trap e un pizzico di KPop",2026-02-01 09:12:43 UTC,https://www.ansa.it/sito/notizie/cultura/musica/2026/01/30/vigilia-di-grammy-con-lady-gaga-e-bieber-sul-palco_71b1b637-a821-4096-806c-5880d6f28bc0.html,2026-02-01 10:00:02 UTC
254191,"Israele riapre il valico di Rafah, 'passaggio consentito solo ai residenti di Gaza'",Lo dichiara il ministero della Difesa israeliano. Un morto in un raid nel centro di Gaza&nbsp; ,2026-02-01 09:15:52 UTC,https://www.ansa.it/sito/notizie/mondo/2026/02/01/israele-riapre-valico-di-rafah-passaggio-consentito-solo-a-residenti-gaza_3646188e-3a6d-4939-8324-62d1d5595335.html,2026-02-01 10:00:02 UTC
254188,"Portman, in The Gallerist a forza di compromessi mi sporco le mani di sangue","Con Jenna Ortega per la commedia nera al Sundance, parla anche dell'Ice",2026-02-01 09:17:42 UTC,https://www.ansa.it/sito/notizie/cultura/cinema/2026/01/31/portman-in-the-gallerist-a-forza-di-compromessi-mi-sporco-le-mani-di-sangue_b1919c63-f8d7-4842-ba69-442c6b3ce259.html,2026-02-01 10:00:02 UTC
254189,Spuntano a Liverpool le prime immagini dei 'Beatles' di Mendes,"Mescal, Dickinson, Keoghan e Quinn in cartolina nei panni di Paul, John, Ringo e George",2026-02-01 09:20:28 UTC,https://www.ansa.it/sito/notizie/cultura/cinema/2026/01/30/spuntano-a-liverpool-le-prime-immagini-dei-beatles-di-mendes_0fdde6a7-8392-4d3b-aa10-1dced2f21a44.html,2026-02-01 10:00:02 UTC
254192,"Iran, Khamenei: 'Un attacco Usa porterà a una guerra regionale'",Intanto il Parlamento dichiara ufficialmente gli eserciti europei come 'terroristi',2026-02-01 09:22:39 UTC,https://www.ansa.it/sito/notizie/mondo/2026/02/01/liran-dichiara-ufficialmente-gli-eserciti-europei-come-terroristi_c04b7053-162c-4b23-9b7c-0050e4ccf847.html,2026-02-01 10:00:02 UTC
254193,Trump: 'I documenti su Epstein mi assolvono','Sono l'opposto di quello che sperava la sinistra radicale',2026-02-01 09:39:57 UTC,https://www.ansa.it/sito/notizie/mondo/2026/02/01/trump-i-documenti-su-epstein-mi-assolvono_3d6d97e9-43ea-48d9-b2a1-268d0559b63e.html,2026-02-01 10:00:02 UTC
254199,"Investito da auto a Roma, muore un 18enne",L'incidente ieri sera. Il conducente sottoposto a test droga e alcol,2026-02-01 09:45:17 UTC,https://www.ansa.it/sito/notizie/cronaca/2026/02/01/investito-da-auto-a-roma-muore-un-18enne_37b8d690-aee3-41b0-8638-79919b6f33e3.html,2026-02-01 11:00:02 UTC
254190,"Calci, pugni e martellate, l'aggressione al poliziotto a Torino",Le violenze degli autonomi e degli anarchici,2026-02-01 09:46:25 UTC,https://www.ansa.it/sito/notizie/cronaca/2026/01/31/calci-pugni-e-martellate-laggressione-al-poliziotto_48c6ab00-379a-49a6-b146-4acef98159c1.html,2026-02-01 10:00:02 UTC
254196,"Scontri a Torino, Meloni incontra gli agenti feriti: 'Domani riunione di gabinetto'",Le persone fermate ieri e portate in questura per le violenze alla manifestazione pro Askatasuna erano state in tutto una decina,2026-02-01 10:11:44 UTC,https://www.ansa.it/sito/notizie/cronaca/2026/02/01/scontri-a-torino-almeno-due-arrestati-e-tre-denunciati.-meloni-visita-lagente_655acd99-0088-4f0f-a933-ae739644ac87.html,2026-02-01 11:00:02 UTC
254198,"Bimba di 4 anni morta nel 2024, arrestati gli zii per omicidio aggravato","Il decesso nel Napoletano, dall'inchiesta emersi maltrattamenti e abbandono",2026-02-01 10:14:15 UTC,https://www.ansa.it/sito/notizie/cronaca/2026/02/01/bimba-di-4-anni-morta-nel-2024-arrestati-gli-zii-per-omicidio_93ff1063-5036-4b1e-85f6-9ec7fdaadb1d.html,2026-02-01 11:00:02 UTC
254201,"""Ice out"", ciclisti invadono le strade di Minneapolis",Il corteo sfila anche davanti al memoriale dedicato ad Alex Pretti,2026-02-01 10:39:08 UTC,https://www.ansa.it/sito/videogallery/mondo/2026/02/01/ice-out-ciclisti-invadono-le-strade-di-minneapolis_720a4198-9c83-47de-bc27-50c1ae7f462d.html,2026-02-01 12:00:02 UTC
254195,"Meloni a Torino per visitare gli agenti feriti negli scontri. 'Domani riunione di governo, valutiamo il decreto sicurezza'","La premier: 'Parleremo delle minacce all'ordine pubblico, ripristineremo le regole'",2026-02-01 10:40:46 UTC,https://www.ansa.it/sito/notizie/politica/2026/02/01/meloni-a-torino-per-visitare-agenti-feriti-negli-scontri_ffc898e7-243b-4d2c-9244-6abbd43ed3b9.html,2026-02-01 11:00:02 UTC
254197,Zelensky: 'Prossimi incontri trilaterali il 4-5 febbraio ad Abu Dhabi','L'Ucraina pronta per una discussione sostanziale'. A Kiev due morti in un raid russo a Dnipro,2026-02-01 10:43:04 UTC,https://www.ansa.it/sito/notizie/mondo/2026/02/01/kiev-due-morti-in-un-raid-russo-a-dnipro_291b0a18-d0bd-498a-bc90-47758cb36f2d.html,2026-02-01 11:00:02 UTC
254202,"Scontri a Torino, feriti oltre 100 agenti delle forze dell'ordine",Almeno due le persone arrestate per le violenze alla manifestazione pro Askatasuna ,2026-02-01 10:58:37 UTC,https://www.ansa.it/sito/notizie/cronaca/2026/02/01/scontri-a-torino-feriti-oltre-100-agenti-delle-forze-dellordine_655acd99-0088-4f0f-a933-ae739644ac87.html,2026-02-01 12:00:02 UTC
254203,"Israele riapre il valico di Rafah, 'il passaggio sarà consentito da domani solo ai residenti'",Lo conferma il ministero della Difesa israeliano. Un morto in un raid nel centro di Gaza,2026-02-01 11:27:52 UTC,https://www.ansa.it/sito/notizie/mondo/2026/02/01/israele-riapre-valico-di-rafah-passaggio-consentito-solo-a-residenti-gaza_3646188e-3a6d-4939-8324-62d1d5595335.html,2026-02-01 12:00:02 UTC
254204,Serie A: Torino-Lecce in campo DIRETTA,"Torino: Simeone verso forfait, col Lecce sfida Njie-Zapata. Di Francesco ritrova Gaspar per i granata, ancora out Berisha ",2026-02-01 11:43:41 UTC,https://www.ansa.it/sito/notizie/sport/calcio/2026/01/29/serie-a-torino-lecce-in-campo-domenica-alle-12.30-diretta_c65b0330-5f5f-4ccd-8f72-7c285bc0d725.html,2026-02-01 12:00:02 UTC
254200,++ Alcaraz batte Djokovic e vince gli Australian Open ++,"Primo titolo a Melbourne per il n.1, successo in quattro set",2026-02-01 11:49:53 UTC,https://www.ansa.it/sito/notizie/flash/2026/02/01/-alcaraz-batte-djokovic-e-vince-gli-australian-open-_528e36d6-26d2-4dec-9f94-8e2ebf3719a4.html,2026-02-01 12:00:02 UTC
254205,Alcaraz batte Djokovic e vince gli Australian Open,"Primo titolo a Melbourne per il n.1, successo in quattro set",2026-02-01 11:54:33 UTC,https://www.ansa.it/sito/notizie/sport/tennis/2026/02/01/australian-open-alcaraz-djokovic-in-campo-per-la-finale_a48a55cb-d662-4554-9543-6709d1f5af79.html,2026-02-01 12:00:02 UTC
254207,Un interruttore genetico blocca la produzione di cellule adipose,"Osservato nei topi, potrebbe portare a future terapie contro obesità e diabete",2026-02-01 11:55:52 UTC,https://www.ansa.it/canale_scienza/notizie/biotech/2026/02/01/ce-un-interruttore-che-blocca-la-produzione-di-cellule-adipose_ff74ec86-30bc-4606-bbb4-983c1df65591.html,2026-02-01 13:00:01 UTC
254210,"Sci: Paris secondo nella discesa di Crans, vince Von Allmen",Ottima prova dei velocisti italiani prima delle Olimpiadi,2026-02-01 12:09:03 UTC,https://www.ansa.it/sito/notizie/sport/speciali/milano_cortina_2026/2026/02/01/sci-paris-secondo-nella-discesa-di-crans-vince-von-allmen_063b65a3-8470-4f57-ba3b-5785d4cbff8c.html,2026-02-01 13:00:01 UTC
254212,"Breve pausa dal maltempo, ma da lunedì ancora piogge",Previste al Nord nevicate a quote basse,2026-02-01 12:29:22 UTC,https://www.ansa.it/sito/notizie/cronaca/2026/02/01/breve-pausa-dal-maltempo-ma-da-lunedi-ancora-piogge_a7253424-b926-4443-bdec-80822c944cdb.html,2026-02-01 13:00:01 UTC
254211,"Sindaco di Niscemi: 'Riprendono le lezioni, psicologi nelle scuole'",Il primo cittadino Massimiliano Conti: 'In istituti sicuri gli alunni di tre strutture in zona rossa',2026-02-01 12:36:16 UTC,https://www.ansa.it/sito/notizie/cronaca/2026/02/01/sindaco-di-niscemi-riprendono-le-lezioni-psicologi-nelle-scuole_cb3eab09-bb9f-4d89-bf83-a23d812f7bfe.html,2026-02-01 13:00:01 UTC
254208,Australian Open: Alcaraz batte Djokovic e vince,"Primo titolo a Melbourne per il n.1, successo in quattro set",2026-02-01 12:51:16 UTC,https://www.ansa.it/sito/notizie/sport/tennis/2026/02/01/alcaraz-batte-djokovic-e-vince-gli-australian-open_a48a55cb-d662-4554-9543-6709d1f5af79.html,2026-02-01 13:00:01 UTC
254209,"Sale a 41 morti il bilancio di Crans-Montana, deceduto un 18enne svizzero",Lo annuncia la procura svizzera a un mese dalla strage,2026-02-01 12:52:28 UTC,https://www.ansa.it/sito/notizie/cronaca/2026/02/01/sale-a-41-morti-il-bilancio-di-crans-montana-deceduto-un-18enne-svizzero_eec0160a-2dff-40aa-861a-e195b117c270.html,2026-02-01 13:00:01 UTC
254213,Serie A: Como-Atalanta in campo DIRETTA,Bergamaschi recuperano Bellanova,2026-02-01 13:46:23 UTC,https://www.ansa.it/sito/notizie/sport/calcio/2026/02/01/serie-a-como-atalanta-in-campo-diretta_a3dda3a9-d4a0-4f1b-8cde-8e58863bad8a.html,2026-02-01 14:00:02 UTC
254216,"Sci, Paris secondo nella libera di Crans: 'Per le Olimpiadi ci sono'","Vince Von Allmen ma ottima prova degli azzurri, quattro tra i primi dieci",2026-02-01 13:51:19 UTC,https://www.ansa.it/sito/notizie/sport/speciali/milano_cortina_2026/2026/02/01/sci-paris-secondo-nella-discesa-di-crans-vince-von-allmen_063b65a3-8470-4f57-ba3b-5785d4cbff8c.html,2026-02-01 15:00:02 UTC
254214,"++ Scontri Torino, arrestato uno dei presunti aggressori del poliziotto ++",Insieme ad altri due antagonisti,2026-02-01 14:14:00 UTC,https://www.ansa.it/sito/notizie/flash/2026/02/01/-scontri-torino-arrestato-uno-dei-presunti-aggressori-del-poliziotto-_4b2f67d9-4309-4efd-85f1-2a094fac2b9a.html,2026-02-01 15:00:02 UTC
254215,"Meloni a Torino per visitare gli agenti feriti negli scontri. 'Domani riunione di governo, valutiamo il decreto sicurezza'","La premier: 'Parleremo delle minacce all'ordine pubblico, ripristineremo le regole'. Arrestato uno dei presunti aggressori del poliziotto",2026-02-01 14:24:08 UTC,https://www.ansa.it/sito/notizie/politica/2026/02/01/meloni-a-torino-per-visitare-agenti-feriti-negli-scontri_ffc898e7-243b-4d2c-9244-6abbd43ed3b9.html,2026-02-01 15:00:02 UTC
254223,"Sale a 41 morti il bilancio della strage di Crans-Montana, deceduto un 18enne svizzero",Era ricoverato a Zurigo,2026-02-01 15:03:07 UTC,https://www.ansa.it/sito/notizie/cronaca/2026/02/01/sale-a-41-morti-il-bilancio-di-crans-montana-deceduto-un-18enne-svizzero_eec0160a-2dff-40aa-861a-e195b117c270.html,2026-02-01 16:00:02 UTC
254226,"Bando per l'8xmille al via, stretta sugli importi rendicontabili","Le domande fino al 30/9, tetto alle spese generali e di amministrazione",2026-02-01 15:07:24 UTC,https://www.ansa.it/sito/notizie/politica/2026/02/01/bando-per-l8xmille-al-via-stretta-sugli-importi-rendicontabili_90759c51-8e85-4dc6-a61f-e4e0800b545f.html,2026-02-01 16:00:02 UTC
254220,Il giovane simbolo della protesta in Iran Erfan Soltani liberato su cauzione,Lo ha fatto sapere l'avvocato. Il 26enne era stato arrestato l'8 gennaio e subito condannato a morte con l'accusa di propaganda contro lo Stato,2026-02-01 15:23:20 UTC,https://www.ansa.it/sito/notizie/mondo/2026/02/01/liran-dichiara-ufficialmente-gli-eserciti-europei-come-terroristi_c04b7053-162c-4b23-9b7c-0050e4ccf847.html,2026-02-01 16:00:02 UTC
254221,Zelensky: 'Prossimi incontri trilaterali il 4-5 febbraio ad Abu Dhabi',"'L'Ucraina pronta per una discussione sostanziale'. Kiev: 'Drone russo su un autobus, 12 morti'",2026-02-01 15:31:00 UTC,https://www.ansa.it/sito/notizie/mondo/2026/02/01/kiev-due-morti-in-un-raid-russo-a-dnipro_291b0a18-d0bd-498a-bc90-47758cb36f2d.html,2026-02-01 16:00:02 UTC
254225,"Crolla un albero ai Fori Imperiali, tre feriti lievi",I Vigili del Fuoco al lavoro per accertare che non ci siano altre persone coinvolte,2026-02-01 15:37:34 UTC,https://www.ansa.it/sito/notizie/cronaca/2026/02/01/crolla-un-albero-ai-fori-imperiali-tre-feriti-lievi_af2fd953-d5d0-4226-a413-4f3a5ab93365.html,2026-02-01 16:00:02 UTC
254222,"Australian Open: Alcaraz re anche a Melbourne, a 22 anni ha vinto tutti gli Slam",Il n.1 batte Djokovic e allunga in testa su Sinner: 'Ma non chiamatemi leggenda',2026-02-01 15:41:38 UTC,https://www.ansa.it/sito/notizie/sport/tennis/2026/02/01/australian-open-alcaraz-re-anche-a-melbourne-a-22-anni-ha-vinto-tutti-gli-slam_a48a55cb-d662-4554-9543-6709d1f5af79.html,2026-02-01 16:00:02 UTC
254217,"Cadute due valanghe in Friuli, ci sarebbero persone sepolte ","Sul posto elicotteri, Sores, Gdf e Vigili fuoco",2026-02-01 15:49:09 UTC,https://www.ansa.it/sito/notizie/cronaca/2026/02/01/cadute-due-valanghe-in-friuli-ci-sarebbero-persone-sepolte-_d4463bb8-206a-4253-b768-dffcdfd627ae.html,2026-02-01 16:00:02 UTC
254219,"Scontri a Torino, verso una stretta sulla sicurezza. Meloni: 'Domani riunione di governo'","La premier: 'Parleremo delle minacce all'ordine pubblico, ripristineremo le regole'. Arrestato uno dei presunti aggressori del poliziotto",2026-02-01 15:49:27 UTC,https://www.ansa.it/sito/notizie/politica/2026/02/01/meloni-a-torino-per-visitare-agenti-feriti-negli-scontri_ffc898e7-243b-4d2c-9244-6abbd43ed3b9.html,2026-02-01 16:00:02 UTC
254224,Il Papa invoca una tregua olimpica in occasione di Milano-Cortina,'Gesti concreti di distensione e di dialogo',2026-02-01 15:53:46 UTC,https://www.ansa.it/vaticano/notizie/2026/02/01/il-papa-non-i-vincitori-scrivono-la-storia-ma-chi-salva-gli-oppressi_ceb63a73-2230-4df7-ad33-6ce932cdb321.html,2026-02-01 16:00:02 UTC
254218,"Meloni visita gli agenti a Torino, arrestato uno dei presunti aggressori del poliziotto",Sono oltre cento i feriti tra le forze dell'ordine,2026-02-01 15:56:54 UTC,https://www.ansa.it/sito/notizie/cronaca/2026/02/01/scontri-a-torino-feriti-oltre-100-agenti-delle-forze-dellordine_655acd99-0088-4f0f-a933-ae739644ac87.html,2026-02-01 16:00:02 UTC
254228,"Cadute due valanghe in Friuli, ci sarebbero persone sepolte. Una è stata estratta è ferita",Avrebbe riportato vari traumi ma sarebbe cosciente,2026-02-01 16:31:10 UTC,https://www.ansa.it/sito/notizie/cronaca/2026/02/01/cadute-due-valanghe-in-friuli-ci-sarebbero-persone-sepolte-_d4463bb8-206a-4253-b768-dffcdfd627ae.html,2026-02-01 17:00:02 UTC
254230,"Si torna a scuola a Niscemi, in classe con gli psicologi",Per aiutare gli alunni ad affrontare lo shock della frana,2026-02-01 16:32:45 UTC,https://www.ansa.it/sito/notizie/cronaca/2026/02/01/si-torna-a-scuola-a-niscemi-in-classe-con-gli-psicologi_cb3eab09-bb9f-4d89-bf83-a23d812f7bfe.html,2026-02-01 17:00:02 UTC
254227,"Milano: ruba una pistola e spara contro le volanti, la polizia risponde e lo ferisce","L'uomo ricoverato è in pericolo di vita, ha ferite alla testa e a un braccio. L'aggressione a Rogoredo, non lontano dalla sparatoria di lunedì scorso",2026-02-01 16:33:35 UTC,https://www.ansa.it/sito/notizie/cronaca/2026/02/01/ruba-la-pistola-e-spara-contro-le-volanti-poliziotti-rispondono-al-fuoco-e-lo-feriscono_fd36a533-d6d0-4877-ab6e-91ebc4eae628.html,2026-02-01 17:00:02 UTC
254229,Serie A: Cremonese-Inter in campo DIRETTA,Probabile esordio per Djuric,2026-02-01 16:47:08 UTC,https://www.ansa.it/sito/notizie/sport/calcio/2026/02/01/serie-a-cremonese-inter-in-campo-diretta_6350fb0c-8417-4ed6-8fbc-92650db89a19.html,2026-02-01 17:00:02 UTC
254240,"Ai Fori Imperiali terzo albero caduto in un mese, tre feriti lievi",Coinvolta anche una 17enne. Intervenuti vigili del fuoco e polizia locale,2026-02-01 16:59:31 UTC,https://www.ansa.it/sito/notizie/cronaca/2026/02/01/ai-fori-imperiali-terzo-albero-caduto-in-un-mese-tre-feriti-lievi_af2fd953-d5d0-4226-a413-4f3a5ab93365.html,2026-02-01 18:00:02 UTC
254235,"Israele bandisce Msf da Gaza, 'non collabora'",L'ong: 'Un pretesto per impedire gli aiuti'. Rafah apre ai pedoni,2026-02-01 17:08:53 UTC,https://www.ansa.it/sito/notizie/mondo/2026/02/01/israele-bandisce-msf-da-gaza-non-collabora_3646188e-3a6d-4939-8324-62d1d5595335.html,2026-02-01 18:00:01 UTC
254234,"Cadute due valanghe in Friuli, 5 salvi a Sella Nevea. Un disperso a Casera Razzo ","Uno degli escursionista è stato estratto dalla neve dai compagni, è in ipotermia",2026-02-01 17:30:13 UTC,https://www.ansa.it/sito/notizie/cronaca/2026/02/01/cadute-due-valanghe-in-friuli-ci-sarebbero-persone-sepolte-_d4463bb8-206a-4253-b768-dffcdfd627ae.html,2026-02-01 18:00:01 UTC
254238,"Il Papa invoca una tregua olimpica, 'è l'ora della fraternità'",'I Giochi ravvivano la sete di pace'. Il ministro Abodi lo ringrazia a nome del governo,2026-02-01 17:32:43 UTC,https://www.ansa.it/vaticano/notizie/2026/02/01/il-papa-non-i-vincitori-scrivono-la-storia-ma-chi-salva-gli-oppressi_ceb63a73-2230-4df7-ad33-6ce932cdb321.html,2026-02-01 18:00:02 UTC
254239,"Il bimbo di 5 anni fermato dall'Ice è libero, è tornato in Minnesota",Liam rilasciato insieme al padre. La foto del bimbo ha fatto il giro del mondo. Il tycoon vuole abbassare i toni ma amplia i poteri dell'Ice,2026-02-01 17:34:18 UTC,https://www.ansa.it/sito/notizie/mondo/2026/02/01/il-bimbo-di-5-anni-fermato-dallice-e-libero-e-tornato-in-minnesota_77410216-cebe-4cb6-abac-b47e61a7a5a4.html,2026-02-01 18:00:02 UTC
254237,Serie A: Cremonese-Inter 0-2 DIRETTA e FOTO,Match valido per l 23esima giornata,2026-02-01 17:36:42 UTC,https://www.ansa.it/sito/notizie/sport/calcio/2026/02/01/serie-a-cremonese-inter-0-2-diretta-e-foto_6350fb0c-8417-4ed6-8fbc-92650db89a19.html,2026-02-01 18:00:01 UTC
