id,title,summary,published,url,created_at
8834,Inside the scandal-hit world of Japan's sumo wrestlers,"As a sumo grand champion retires in disgrace, is the disciplined sport of emperors dying in Japan?",2017-12-01 00:25:59 UTC,http://www.bbc.co.uk/news/world-asia-42178483,2017-12-01 04:00:05 UTC
8830,The autistic dance group body popping in Europe,Autism With Attitude (AWA) will be representing the UK at next year's European dance championships in Germany.,2017-12-01 00:38:21 UTC,http://www.bbc.co.uk/news/entertainment-arts-42161690,2017-12-01 04:00:05 UTC
8828,'Getting my son back is the only thing I want in life',"Ann Tunstall's son Darren left the family home in 1992, and never went back.",2017-12-01 00:47:28 UTC,http://www.bbc.co.uk/news/uk-42183059,2017-12-01 04:00:04 UTC
8829,Miss Wheelchair's fight against harassment,"Virali Modi is campaigning to make train travel in India safer, after she was assaulted by a man helping to lift her from her wheelchair to the carriage.",2017-12-01 00:49:48 UTC,http://www.bbc.co.uk/news/world-42172696,2017-12-01 04:00:05 UTC
8815,Argentina ends missing submarine rescue mission,"The navy says there is no longer hope of rescuing the 44 crew members, but search efforts will continue.",2017-12-01 01:03:44 UTC,http://www.bbc.co.uk/news/world-latin-america-42187139,2017-12-01 02:00:04 UTC
8845,Argentina ends missing submarine rescue mission,"The navy says there is no longer hope of rescuing the 44 crew members, missing for two weeks.",2017-12-01 01:03:44 UTC,http://www.bbc.co.uk/news/world-latin-america-42187139,2017-12-01 08:00:05 UTC
8818,Newspaper headlines: Donald Trump Twitter row dominates,The newspapers are dominated by Donald Trump's far-right retweets and Theresa May's reaction.,2017-12-01 01:06:08 UTC,http://www.bbc.co.uk/news/blogs-the-papers-42190392,2017-12-01 02:00:05 UTC
8817,Portsmouth hospital missed lung cancer cases,A national review is taking place after the failings were uncovered by the health watchdog.,2017-12-01 01:14:20 UTC,http://www.bbc.co.uk/news/uk-england-hampshire-42178069,2017-12-01 02:00:04 UTC
8819,Reverse Advent: The calendar that gives something back,This year some people are choosing to mark the countdown to Christmas with daily donations to charity.,2017-12-01 01:28:24 UTC,http://www.bbc.co.uk/news/uk-42069381,2017-12-01 02:00:05 UTC
8816,Prince Harry and Meghan Markle set for first joint royal visit,The newly engaged couple will meet members of the public at a charity fair and school in Nottingham.,2017-12-01 01:35:53 UTC,http://www.bbc.co.uk/news/uk-42181189,2017-12-01 02:00:04 UTC
8826,'New dawn' for Scottish private renters,"A law comes into force covering a new form of private residential tenancy covering 760,000 people in Scotland.",2017-12-01 01:36:43 UTC,http://www.bbc.co.uk/news/uk-scotland-42179428,2017-12-01 04:00:04 UTC
8832,The six tribes that could shape Europe's future,Who are the groups that will determine the direction of Europe in years to come?,2017-12-01 01:46:57 UTC,http://www.bbc.co.uk/news/uk-politics-42108806,2017-12-01 04:00:05 UTC
8833,How will Meghan Markle become a British citizen?,Prince Harry's future bride will have to apply for British citizenship through the usual channels.,2017-12-01 01:47:40 UTC,http://www.bbc.co.uk/news/uk-42169602,2017-12-01 04:00:05 UTC
8835,Auschwitz inmate's notes from hell finally revealed,Russian scholars restore faded notes kept by a Jew forced to work in the Auschwitz gas chambers.,2017-12-01 01:50:02 UTC,http://www.bbc.co.uk/news/world-europe-42144186,2017-12-01 04:00:06 UTC
8823,US officer accidentally Tasers partner,Bodycam video has been released showing the moment it happened in Ohio.,2017-12-01 01:52:53 UTC,http://www.bbc.co.uk/news/world-us-canada-42190886,2017-12-01 04:00:04 UTC
8820,Irish border: Brexit committee says solution doubtful,"The UK government's plan for the border is 'untested and speculative', the Brexit committee says.",2017-12-01 02:36:56 UTC,http://www.bbc.co.uk/news/uk-politics-42188485,2017-12-01 03:00:04 UTC
8838,Irish border: Brexit committee says solution doubtful,"The UK government's plan for the border is ""untested and speculative"", the Brexit committee says.",2017-12-01 02:36:56 UTC,http://www.bbc.co.uk/news/uk-politics-42188485,2017-12-01 07:00:03 UTC
8825,Tesla mega-battery in Australia activated,The world's biggest lithium ion battery was installed to help solve electricity problems.,2017-12-01 02:37:29 UTC,http://www.bbc.co.uk/news/world-australia-42190358,2017-12-01 04:00:04 UTC
8821,Hundreds of new drivers banned for mobile phone use,Almost 300 new drivers have had their licence revoked after being caught using mobile phones.,2017-12-01 02:51:10 UTC,http://www.bbc.co.uk/news/uk-42189068,2017-12-01 03:00:04 UTC
8824,Grenfell Tower fire: Inquiry 'needs a diverse panel',"Survivors of the blaze are urging Theresa May to intervene to prevent a ""whitewash"".",2017-12-01 03:01:52 UTC,http://www.bbc.co.uk/news/uk-42190388,2017-12-01 04:00:04 UTC
8831,I want to change the world... Using handicrafts,All her life Sarah Corbett was a campaigner for causes she believed in. Then she started using crafts to send a message.,2017-12-01 03:17:42 UTC,http://www.bbc.co.uk/news/stories-42181743,2017-12-01 04:00:05 UTC
8859,Why I leave hidden messages in High Street clothes,All her life Sarah Corbett was a campaigner for causes she believed in. Then she started using crafts to send a message.,2017-12-01 03:17:42 UTC,http://www.bbc.co.uk/news/stories-42181743,2017-12-01 11:00:05 UTC
8840,Julia Roberts on new film Wonder,The actress stars in the new film about a boy with a rare facial disfigurement.,2017-12-01 04:21:35 UTC,http://www.bbc.co.uk/news/entertainment-arts-42190771,2017-12-01 07:00:04 UTC
8847,Julia Roberts on new film Wonder's 'special story',The actress stars alongside Jacob Tremblay in the film about a boy with a rare facial disfigurement.,2017-12-01 04:21:35 UTC,http://www.bbc.co.uk/news/entertainment-arts-42190771,2017-12-01 08:00:06 UTC
8855,Julia Roberts on Wonder child co-star's commitment,The actress stars alongside Jacob Tremblay in the film about a boy with a rare facial disfigurement.,2017-12-01 04:21:35 UTC,http://www.bbc.co.uk/news/entertainment-arts-42190771,2017-12-01 10:00:04 UTC
8836,Zimbabwe's Mnangagwa gives key cabinet jobs to military figures,President Emmerson Mnangagwa appoints senior military figures to high-profile positions in new cabinet.,2017-12-01 05:10:03 UTC,http://www.bbc.co.uk/news/world-africa-42190457,2017-12-01 06:00:05 UTC
8851,The Papers: Row over Trump's far-right tweets continues,The newspapers are dominated by Donald Trump's far-right retweets and Theresa May's reaction.,2017-12-01 05:24:10 UTC,http://www.bbc.co.uk/news/blogs-the-papers-42190392,2017-12-01 09:00:04 UTC
8837,Damian Green computer porn claims: 'Thousands' of images viewed,An ex-detective says thousands of porn images 'were viewed' on a computer in Damian Green's office.,2017-12-01 06:00:13 UTC,http://www.bbc.co.uk/news/uk-politics-42151148,2017-12-01 07:00:03 UTC
8863,Lily Madigan: I want to be Labour's first transgender MP,The 19-year-old caused controversy when she became Labour's first trans women's officer.,2017-12-01 06:10:57 UTC,http://www.bbc.co.uk/newsbeat/articles/42167494,2017-12-01 12:00:06 UTC
8842,Rugby League World Cup: Can England's incredible run end in glory?,BBC Sport looks back at how England have reached the 2017 Rugby League World Cup final against Australia.,2017-12-01 06:26:16 UTC,http://www.bbc.co.uk/sport/rugby-league/42160668,2017-12-01 07:00:06 UTC
8848,BBC Sport advent calendar: Was this 2017's most bizarre penalty?,Day one of BBC Sport's advent calendar revisits one of the most bizarre penalties ever conceded.,2017-12-01 06:39:01 UTC,http://www.bbc.co.uk/sport/football/42187725,2017-12-01 08:00:08 UTC
8839,News Daily: Computer porn claims and Brexit border concern,Your morning briefing for 1 December 2017,2017-12-01 06:43:39 UTC,http://www.bbc.co.uk/news/uk-42187535,2017-12-01 07:00:04 UTC
8841,Rugby League World Cup: England without Sean O'Loughlin for Saturday's final against Australia,England prepare for first World Cup final in 22 years against Australia without injured captain Sean O'Loughlin.,2017-12-01 06:49:44 UTC,http://www.bbc.co.uk/sport/rugby-league/42180250,2017-12-01 07:00:05 UTC
8846,Zimbabwe's Mnangagwa gives key cabinet jobs to military figures,Opposition politicians condemn President Mnangagwa's appointments as a betrayal of public hopes.,2017-12-01 07:13:54 UTC,http://www.bbc.co.uk/news/world-africa-42190457,2017-12-01 08:00:06 UTC
8844,RBS to close 259 branches and shed 680 jobs,The state-backed bank says there has been a big drop in branch use as more people bank online.,2017-12-01 07:41:23 UTC,http://www.bbc.co.uk/news/business-42192641,2017-12-01 08:00:05 UTC
8852,Ashes: England's Moeen Ali may not be able to bowl in Adelaide Test,"England all-rounder Moeen Ali will play in the second Ashes Test in Adelaide, but fitness concerns mean he may not be able to bowl.",2017-12-01 07:51:27 UTC,http://www.bbc.co.uk/sport/cricket/42192294,2017-12-01 09:00:06 UTC
8850,'Homeless stranger was my long-lost brother',Siblings separated for 25 years have been reunited after one spotted the other in a Wigan churchyard.,2017-12-01 08:01:30 UTC,http://www.bbc.co.uk/news/uk-42190783,2017-12-01 09:00:03 UTC
8856,World Aids Day: The pioneering work of a Brighton gynaecologist,A gynaecologist from Brighton was the first doctor in the UK to enable a HIV-positive man to conceive a child who was HIV-free.,2017-12-01 08:21:10 UTC,http://www.bbc.co.uk/news/uk-england-sussex-42185124,2017-12-01 10:00:05 UTC
8853,"England's Joe Hart should be replaced by Jack Butland, says World Cup winner Gordon Banks","World Cup winner Gordon Banks says Joe Hart's ""terrible mistakes"" should see him replaced by Jack Butland in goal.",2017-12-01 08:32:31 UTC,http://www.bbc.co.uk/sport/football/42192634,2017-12-01 09:00:06 UTC
8849,RBS to close one in four branches and shed 680 jobs,The state-backed bank says there has been a big drop in branch use as more people bank online.,2017-12-01 08:43:01 UTC,http://www.bbc.co.uk/news/business-42192641,2017-12-01 09:00:03 UTC
8860,"Nathan Redmond: Pep Guardiola was complimenting me, says Southampton forward",Southampton's Nathan Redmond defends Pep Guardiola after the Manchester City boss had an animated discussion with him.,2017-12-01 09:28:14 UTC,http://www.bbc.co.uk/sport/football/42193103,2017-12-01 11:00:05 UTC
