id,title,summary,published,url,created_at
320484,Strictly's Ellie and Vito still dancing together every week,"From Strictly sequins to presenting dreams, Ellie Goldstein speaks about her future ambitions.",2026-01-01 00:01:59 UTC,https://www.bbc.com/news/articles/cvg101k6zplo?at_medium=RSS&at_campaign=rss,2026-01-01 01:00:02 UTC
320477,How the 'postcode lottery' of parenting really impacts young children,"BBC Radio 4's Today will follow six parents for five years, chronicling the ups and downs of looking after a young child in modern Britain.",2026-01-01 00:02:18 UTC,https://www.bbc.com/news/articles/cjdr42ez3d2o?at_medium=RSS&at_campaign=rss,2026-01-01 01:00:02 UTC
320479,We fought for 33 years to abolish not proven verdict after our daughter's murder,The centuries-old verdict has been scrapped after decades of controversy about its use in Scottish criminal trials.,2026-01-01 00:02:34 UTC,https://www.bbc.com/news/articles/cze8elpzz40o?at_medium=RSS&at_campaign=rss,2026-01-01 01:00:02 UTC
320481,Energy prices rise slightly for millions of households as temperatures fall,"Millions of households in England, Wales and Scotland are seeing a slight rise in energy bills in the new year.",2026-01-01 00:03:14 UTC,https://www.bbc.com/news/articles/clyzy5488qqo?at_medium=RSS&at_campaign=rss,2026-01-01 01:00:02 UTC
320482,Children from struggling families to be offered jabs at home,The scheme is being tested in some areas of England as part of a government plan to prioritise children's health.,2026-01-01 00:04:41 UTC,https://www.bbc.com/news/articles/cn407dyx24go?at_medium=RSS&at_campaign=rss,2026-01-01 01:00:02 UTC
320502,Some families to be offered immunisations at home in bid to boost vaccine uptake,The scheme is being tested in some areas of England as part of a government plan to prioritise children's health.,2026-01-01 00:04:41 UTC,https://www.bbc.com/news/articles/cn407dyx24go?at_medium=RSS&at_campaign=rss,2026-01-01 07:00:02 UTC
320494,The Archers cast recreate first episode for 75th anniversary,"The recording of the first episode didn't survive, so the current cast have recreated the opening scene.",2026-01-01 00:07:26 UTC,https://www.bbc.com/news/articles/cy5g1z6lx9ko?at_medium=RSS&at_campaign=rss,2026-01-01 04:00:02 UTC
320507,The Archers cast recreate lost first episode,"The recording of the first episode didn't survive, so the current cast have recreated the opening scene.",2026-01-01 00:07:26 UTC,https://www.bbc.com/news/articles/cy5g1z6lx9ko?at_medium=RSS&at_campaign=rss,2026-01-01 09:00:02 UTC
320478,"What are Russians hoping for in 2026, asks Steve Rosenberg","The BBC's Russia editor speaks to people in the country as the war in Ukraine nears a fourth year.
",2026-01-01 00:17:12 UTC,https://www.bbc.com/news/videos/czdqp29gz51o?at_medium=RSS&at_campaign=rss,2026-01-01 01:00:02 UTC
320480,Detective and crime novelist among new Traitors contestants,"A barrister, nursery school teacher and cyber security expert will also enter the TV show's castle.",2026-01-01 00:24:42 UTC,https://www.bbc.com/news/articles/c77klkrprd2o?at_medium=RSS&at_campaign=rss,2026-01-01 01:00:02 UTC
320499,Detective and crime novelist among contestants on new Traitors series starting tonight,"A barrister, nursery school teacher and cyber security expert will also enter the TV show's castle.",2026-01-01 00:24:42 UTC,https://www.bbc.com/news/articles/c77klkrprd2o?at_medium=RSS&at_campaign=rss,2026-01-01 07:00:02 UTC
320487,Joshua discharged from hospital after Nigeria car crash,Two of the former world champion's closest friends were killed in the accident on Monday. ,2026-01-01 00:32:22 UTC,https://www.bbc.com/news/articles/c5yvdw77j04o?at_medium=RSS&at_campaign=rss,2026-01-01 01:00:02 UTC
320485,Intriguing finds could solve mystery of women in medieval cemetery,There is growing evidence that the women were part of an early female religious community.,2026-01-01 00:34:29 UTC,https://www.bbc.com/news/articles/cpd65wp8z9zo?at_medium=RSS&at_campaign=rss,2026-01-01 01:00:02 UTC
320486,Teen who died after falling 500 feet from California's Mt Baldy identified ,"Marcus Alexander Muench Casanova, 19,  who fatally fell 500 feet (150m) from a trail, was an ""avid sailor and outdoorsman"", his family says.",2026-01-01 00:40:36 UTC,https://www.bbc.com/news/articles/crrnlw4rxeyo?at_medium=RSS&at_campaign=rss,2026-01-01 01:00:02 UTC
320490,UK welcomes new year with celebrations across the country ,Millions around the UK have attended firework displays and street parties to usher in 2026.,2026-01-01 01:24:42 UTC,https://www.bbc.com/news/articles/cy594gkele3o?at_medium=RSS&at_campaign=rss,2026-01-01 03:00:02 UTC
320495,Disney worker hurt stopping 180-kg fake boulder from hitting audience,"The worker is ""recovering"" after he was seen on video being knocked off his feet by the 400-lb (180kg) rubber Indiana Jones prop. ",2026-01-01 01:49:26 UTC,https://www.bbc.com/news/articles/cn8jlm07nz4o?at_medium=RSS&at_campaign=rss,2026-01-01 04:00:02 UTC
320488,The Papers: PM's 'year of proof' and 'fight' with judges over Shamima Begum,Sir Keir Starmer's New Year promise to voters and developments in the case of Shamima Begum lead Thursday's papers. ,2026-01-01 02:00:32 UTC,https://www.bbc.com/news/articles/cre2dl09q0yo?at_medium=RSS&at_campaign=rss,2026-01-01 03:00:02 UTC
320496,"Dazzling spectacles in London, Edinburgh and across the country - UK welcomes in new year",Millions around the UK have attended firework displays and street parties to usher in 2026.,2026-01-01 04:48:21 UTC,https://www.bbc.com/news/articles/cy594gkele3o?at_medium=RSS&at_campaign=rss,2026-01-01 06:00:02 UTC
320497,Zelensky says peace deal is 90% ready in New Year address ,"Russian President Vladimir Putin used his New Year speech to tell troops that he ""believed in you and our victory"" in Ukraine.",2026-01-01 05:22:01 UTC,https://www.bbc.com/news/articles/cddg7100ym2o?at_medium=RSS&at_campaign=rss,2026-01-01 06:00:02 UTC
320498,"Community key to good healthcare, says incoming Archbishop of Canterbury","Dame Sarah Mullally, a former NHS nurse, said in a New Year address that community can help deal with the ""root causes"" of many hospital admissions.",2026-01-01 05:42:18 UTC,https://www.bbc.com/news/articles/ckgk1m5zkm6o?at_medium=RSS&at_campaign=rss,2026-01-01 06:00:02 UTC
320763,Warm Christmas for puppies and mum found hiding in tree,Five puppies and their mother are safe and warm in specialist foster care after a cold start to life.,2026-01-01 05:43:53 UTC,https://www.bbc.com/news/articles/c2lvvgxpj97o?at_medium=RSS&at_campaign=rss,2026-01-04 09:00:03 UTC
320526,The best pictures from around the world as 2026 begins,"From spectacular firework displays to chilly sea dips, nations celebrate the start of 2026.",2026-01-01 05:48:26 UTC,https://www.bbc.com/news/articles/c050j896q2do?at_medium=RSS&at_campaign=rss,2026-01-01 15:00:02 UTC
320609,Sir David Attenborough explores the surprising wildlife of London,Sir David Attenborough explores the surprising wildlife of his hometown – London.,2026-01-01 06:00:00 UTC,https://www.bbc.co.uk/iplayer/episode/m002hzg7?at_mid=UpOeB35B7u&at_campaign=Wild_London&at_medium=display_ad&at_campaign_type=owned&at_nation=NET&at_audience_id=SS&at_product=iplayer&at_brand=m002hzg7&at_ptr_name=bbc&at_ptr_type=media&at_format=image&at_objective=consumption&at_link_title=Wild_London&at_bbc_team=BBC,2026-01-02 13:00:02 UTC
